wals_code,iso_code,glottocode,Name,latitude,longitude,genus,family,1A,2A Vowel Quality Inventories,3A Consonant-Vowel Ratio,4A Voicing in Plosives and Fricatives,5A Voicing and Gaps in Plosive Systems,6A Uvular Consonants,7A Glottalized Consonants,8A Lateral Consonants,9A The Velar Nasal,10A Vowel Nasalization,11A Front Rounded Vowels,12A Syllable Structure,13A Tone,14A Fixed Stress Locations,15A Weight-Sensitive Stress,16A Weight Factors in Weight-Sensitive Stress Systems,17A Rhythm Types,18A Absence of Common Consonants,19A Presence of Uncommon Consonants,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,26A Prefixing vs. Suffixing in Inflectional Morphology,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,32A Systems of Gender Assignment,33A Coding of Nominal Plurality,34A Occurrence of Nominal Plurality,35A Plurality in Independent Personal Pronouns,36A The Associative Plural,37A Definite Articles,38A Indefinite Articles,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,46A Indefinite Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,49A Number of Cases,50A Asymmetrical Case-Marking,51A Position of Case Affixes,52A Comitatives and Instrumentals,53A Ordinal Numerals,54A Distributive Numerals,55A Numeral Classifiers,56A Conjunctions and Universal Quantifiers,57A Position of Pronominal Possessive Affixes,58A Obligatory Possessive Inflection,59A Possessive Classification,"60A Genitives, Adjectives and Relative Clauses",61A Adjectives without Nouns,62A Action Nominal Constructions,63A Noun Phrase Conjunction,64A Nominal and Verbal Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,71A The Prohibitive,72A Imperative-Hortative Systems,73A The Optative,74A Situational Possibility,75A Epistemic Possibility,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,78A Coding of Evidentiality,79A Suppletion According to Tense and Aspect,80A Verbal Number and Suppletion,"81A Order of Subject, Object and Verb",82A Order of Subject and Verb,83A Order of Object and Verb,"84A Order of Object, Oblique, and Verb",85A Order of Adposition and Noun Phrase,86A Order of Genitive and Noun,87A Order of Adjective and Noun,88A Order of Demonstrative and Noun,89A Order of Numeral and Noun,90A Order of Relative Clause and Noun,91A Order of Degree Word and Adjective,92A Position of Polar Question Particles,93A Position of Interrogative Phrases in Content Questions,94A Order of Adverbial Subordinator and Clause,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,98A Alignment of Case Marking of Full Noun Phrases,99A Alignment of Case Marking of Pronouns,100A Alignment of Verbal Person Marking,101A Expression of Pronominal Subjects,102A Verbal Person Marking,103A Third Person Zero of Verbal Person Marking,104A Order of Person Markers on the Verb,105A Ditransitive Constructions: The Verb 'Give',106A Reciprocal Constructions,107A Passive Constructions,108A Antipassive Constructions,109A Applicative Constructions,110A Periphrastic Causative Constructions,111A Nonperiphrastic Causative Constructions,112A Negative Morphemes,113A Symmetric and Asymmetric Standard Negation,114A Subtypes of Asymmetric Standard Negation,115A Negative Indefinite Pronouns and Predicate Negation,116A Polar Questions,117A Predicative Possession,118A Predicative Adjectives,119A Nominal and Locational Predication,120A Zero Copula for Predicate Nominals,121A Comparative Constructions,122A Relativization on Subjects,123A Relativization on Obliques,124A 'Want' Complement Subjects,125A Purpose Clauses,126A 'When' Clauses,127A Reason Clauses,128A Utterance Complement Clauses,129A Hand and Arm,130A Finger and Hand,131A Numeral Bases,132A Number of Non-Derived Basic Colour Categories,133A Number of Basic Colour Categories,134A Green and Blue,135A Red and Yellow,136A M-T Pronouns,137A N-M Pronouns,138A Tea,139A Irregular Negatives in Sign Languages,140A Question Particles in Sign Languages,141A Writing Systems,142A Para-Linguistic Usages of Clicks,143F Postverbal Negative Morphemes,90B Prenominal relative clauses,144Y The Position of Negative Morphemes in Object-Initial Languages,90C Postnominal relative clauses,144P NegSOV Order,144J SVNegO Order,144N Obligatory Double Negation in SOV languages,144S SOVNeg Order,144X Verb-Initial with Clause-Final Negative,"144A Position of Negative Word With Respect to Subject, Object, and Verb",90G Double-headed relative clauses,90E Correlative relative clauses,144V Verb-Initial with Preverbal Negative,144I SNegVO Order,144R SONegV Order,143B Obligatory Double Negation,144M Multiple Negative Constructions in SOV Languages,144U Double negation in verb-initial languages,144G Optional Double Negation in SVO languages,144K SVONeg Order,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,144F Obligatory Double Negation in SVO languages,90D Internally-headed relative clauses,144E Multiple Negative Constructions in SVO Languages,144D The Position of Negative Morphemes in SVO Languages,"81B Languages with two Dominant Orders of Subject, Object, and Verb",143E Preverbal Negative Morphemes,143C Optional Double Negation,90F Adjoined relative clauses,143A Order of Negative Morpheme and Verb,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,144O Optional Double Negation in SOV languages,144Q SNegOV Order,144L The Position of Negative Morphemes in SOV Languages,144H NegSVO Order,144C Languages with different word order in negative clauses,144T The Position of Negative Morphemes in Verb-Initial Languages,143G Minor morphological means of signaling negation,143D Optional Triple Negation,39B Inclusive/Exclusive Forms in Pama-Nyungan,137B M in Second Person Singular,136B M in First Person Singular,109B Other Roles of Applied Objects,10B Nasal Vowels in West Africa,25B Zero Marking of A and P Arguments,21B Exponence of Tense-Aspect-Mood Inflection,108B Productivity of the Antipassive Construction,130B Cultural Categories of Languages with Identity of 'Finger' and 'Hand',58B Number of Possessive Nouns,79B Suppletion in Imperatives and Hortatives
cti,ctd,tedi1235,Chin (Tiddim),23.33333333,93.66666667,Kuki-Chin,Sino-Tibetan,3 Average,2 Average (5-6),3 Average,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,4 Glottalized resonants only,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,3 Complex tone system,,,,,1 All present,1 None,,,,,,,6 Strong prefixing,,,,,,,9 No plural,,,,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,,,,,,,1 Possessive prefixes,,,,,,,,,,,,5 No tense-aspect inflection,,,,,,,,,,,,,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,2 Noun-Numeral,,,,2 Not initial interrogative phrase,2 Final subordinator word,1 OV and Postpositions,,2 OV and NAdj,,,,6 Mixed,,,,,,,,,,,2 Negative particle,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,,,,,,,,,21 Other,,,,,,,,,,,4 Immed postverbal,,7 Internally-headed exists,,,,4 None,,,2 VNeg,,,,19 SV&OV&VNeg,,,,4 None,,,,,,,,,,,,
cle,cle,leal1235,Chinantec (Lealao),17.33333333,-95.91666667,Chinantecan,Oto-Manguean,3 Average,2 Average (5-6),3 Average,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",1 Initial velar nasal,,1 None,2 Moderately complex,3 Complex tone system,1 No fixed stress,7 Not predictable,1 No weight,,1 All present,1 None,,,,,,,1 Little affixation,2 Full reduplication only,1 No case marking,2 Syncretic,2 Two,3 Non-sex-based,2 Semantic,7 Plural word,,3 Person-number affixes,,5 No definite or indefinite article,5 No definite or indefinite article,5 Inclusive/exclusive,3 No inclusive/exclusive,3 Three-way contrast,3 Different inflection,4 Related to non-remote demonstratives,6 No gender distinctions,,,1 Identical,3 Pronouns only,1 No morphological case-marking,1 No case-marking,9 No case affixes or adpositional clitics,1 Identity,1 None,,,,3 Prefixes and suffixes,,,,,,,,,,,,4 Mixed type,1 Second singular and second plural,3 Special imperative + normal negative,2 Minimal system,1 Inflectional optative present,2 Verbal constructions,,,1 No grammatical evidentials,1 No grammatical evidentials,2 Aspect,1 None,4 VOS,2 VS,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,1 Numeral-Noun,1 Noun-Relative clause,1 Degree word-Adjective,1 Initial,1 Initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,1 Neutral,1 Neutral,2 Accusative,2 Subject affixes on verb,2 Only the A argument,2 No zero realization,1 A and P do not or do not both occur on the verb,,,1 Present,,,,2 Morphological but no compound,2 Negative particle,1 Symmetric,7 Non-assignable,,1 Question particle,,,,,,4 Gap,4 Gap,,1 Balanced,1 Balanced,1 Balanced,,2 Different,2 Different,2 Hybrid vigesimal-decimal,5/5/2015,4 7-7.5,2 Green/blue,1 Red vs. yellow,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,4 No clause-final neg,12 NegVOS,,,"1 Separate word, no double negation	Word&NoDoubleNeg",,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,6 None,,,,,,4 NegVOS,4 None,,,,,,,,,,,,5 None (= no suppletive imperatives reported in the reference material)
chu,cag,niva1238,Chulupí,-23.5,-60.5,Matacoan,Matacoan,3 Average,1 Small (2-4),4 Moderately high,1 No voicing contrast,1 Other,1 None,2 Ejectives only,"2 /l/, no obstruent laterals",,,1 None,,1 No tones,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chv,chv,chuv1255,Chuvash,55.5,47.5,Turkic,Altaic,3 Average,3 Large (7-14),2 Moderately low,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",3 No velar nasal,,2 High and mid,3 Complex,1 No tones,1 No fixed stress,5 Unbounded: Stress can be anywhere,5 Prominence,5 No rhythmic stress,1 All present,1 None,,,,,,,2 Strongly suffixing,,,,1 None,1 No gender,1 No gender,2 Plural suffix,"5 All nouns, optional in inanimates",7 Person stem + pronominal plural affix,1 Associative same as additive plural,5 No definite or indefinite article,5 No definite or indefinite article,,,,,4 Related to non-remote demonstratives,,,1 Interrogative-based,,,6 6-7 cases,2 Symmetrical,1 Case suffixes,,"4 One-th, two-th, three-th",4 Marked by suffix,1 Absent,,2 Possessive suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,2 Normal imperative + special negative,4 Neither type of system,2 Inflectional optative absent,1 Affixes on verbs,2 Affixes on verbs,,,,,,1 SOV,1 SV,1 OV,4 OXV,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,1 Degree word-Adjective,6 No question particle,2 Not initial interrogative phrase,2 Final subordinator word,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,,,,,,,,,,,,2 Morphological but no compound,1 Negative affix,,,,2 Interrogative verb morphology,,,,,,,,,,,,,,,1 Decimal,,,,,"2 M-T pronouns, paradigmatic",1 No N-M pronouns,1 Words derived from Sinitic cha,,,,,2 [V-Neg],1 Relative clause-Noun (RelN) dominant,,,4 No NegSOV,,,2 Suffix&NoDoubleNeg,,20 MorphNeg,,,,,8 No SONegV,,,,,,,,,,,,4 None,,,4 [V-Neg],,,4 No SNegOV,6 SO[V-Neg],,,,4 None,,,1 No m in second person singular,2 m in first person singular,,,,,,,,
cil,lua,luba1249,CiLuba,-6,22,Bantoid,Niger-Congo,3 Average,2 Average (5-6),3 Average,4 In both plosives and fricatives,4 Missing /g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 'And' identical to 'with',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Conjunctional,3 Mixed,2 Identical,2 Possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccp,coc,coco1261,Cocopa,32.33333333,-115,Yuman,Hokan,3 Average,1 Small (2-4),4 Moderately high,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,4 /l/ and lateral obstruent,3 No velar nasal,2 Contrast absent,1 None,3 Complex,1 No tones,7 Ultimate,,,,1 All present,1 None,1 Exclusively concatenative,1 Monoexponential case,,3 Double marking,1 Head marking,5 Inconsistent or other,,2 Full reduplication only,4 No syncretism,3 Not syncretic,1 None,1 No gender,1 No gender,,"3 Only human nouns, obligatory",2 Number-indifferent pronouns,,,,,,,,,,,,,,,,,1 Identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Verbal encoding,2 Identical,1 Impossible,,,,,,,,,1 Identical,1 Identical,,,,,,,,2 Words derived from Min Nan Chinese te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Farmer-foragers,,
dgb,dag,dagb1246,Dagbani,9.583333333,-0.5,Gur,Niger-Congo,3 Average,2 Average (5-6),4 Moderately high,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,2 Contrast absent,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,3 Labial-velars,,,,,,,3 Weakly suffixing,,,,,,,2 Plural suffix,"6 All nouns, always obligatory",,,1 Definite word distinct from demonstrative,"4 No indefinite, but definite article",,,,,,,,2 Generic-noun-based,,,,,,,,,,,4 No possessive affixes,,,,,,,2 Differentiation,,,,,4 Mixed type,,,,,,,,,,,,2 SVO,1 SV,2 VO,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,2 Adjective-Degree word,,1 Initial interrogative phrase,,3 VO and Postpositions,,4 VO and NAdj,,,,1 Obligatory pronouns in subject position,,,,2 Double-object construction,,,,,,,2 Negative particle,,,,,,3 Mixed,1 Different,1 Impossible,2 Exceed,4 Gap,,2 Subject is expressed overtly,,,,,,,,,,,,,,,,,,,4 None,,,,,7 No SVNegO,,,,2 SNegVO,,,,1 Word&NoDoubleNeg,,,,,,4 No SVONeg,3 Immed preverbal,,,,2 SNegVO,,1 NegV,,,1 NegV,,,,,4 No NegSVO,,,4 None,,,,,,1 no nasal vs. oral vowel contrast,,,,,,
dgr,dta,daur1238,Dagur,48,124,Mongolic,Altaic,3 Average,3 Large (7-14),3 Average,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",2 No initial velar nasal,,3 High only,3 Complex,1 No tones,,,,,1 All present,1 None,,,,,,,2 Strongly suffixing,,,,,,,,"2 Only human nouns, optional",7 Person stem + pronominal plural affix,,,,,,,,,6 No gender distinctions,,,,2 No person marking,,,1 Case suffixes,2 Differentiation,,,,,2 Possessive suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,2 Inflectional optative absent,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,,2 Final,2 Not initial interrogative phrase,2 Final subordinator word,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,2 Accusative,,2 Only the A argument,2 No zero realization,1 A and P do not or do not both occur on the verb,,,1 Present,,,,2 Morphological but no compound,,,,1 Predicate negation also present,1 Question particle,,,,,,,,1 Subject is left implicit,,,,,,,,,,,,,,,,,,3 Other or none,4 None,1 Relative clause-Noun (RelN) dominant,,,,,,11 NoSOVNeg,,21 Other,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,14 Other NegV,,,,4 None,,,,,,,,,,,,
ddf,daj,darf1239,Daju (Dar Fur),12.25,25.25,Daju,Nilo-Saharan,3 Average,2 Average (5-6),3 Average,2 In plosives alone,2 None missing in /p t k b d g/,3 Uvular continuants only,3 Implosives only,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,1 No tones,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dan,daf,dann1241,Dan,7.5,-8,Eastern Mande,Niger-Congo,3 Average,3 Large (7-14),1 Low,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,3 Implosives only,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,3 Complex tone system,,,,,1 All present,3 Labial-velars,,,,,,,,,,,,,,7 Plural word,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,2 Final,2 Not initial interrogative phrase,,1 OV and Postpositions,2 OV and NRel,2 OV and NAdj,,,,,,,,,,,,,,,2 Negative particle,,,,1 Question particle,,,,,,,,,,,,,,,,1/3/2015,1/3/2004,3 Black/green/blue,2 Red/yellow,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,11 NoSOVNeg,,21 Other,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,14 Other NegV,,,,4 None,,,,,,,,,,,,
dnw,daa,dang1274,Dangaléat (Western),12.16666667,18.33333333,East Chadic,Afro-Asiatic,3 Average,3 Large (7-14),3 Average,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,3 Implosives only,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die,dih,kumi1248,Diegueño (Mesa Grande),32.66666667,-116.1666667,Yuman,Hokan,3 Average,2 Average (5-6),4 Moderately high,3 In fricatives alone,1 Other,2 Uvular stops only,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,,1 No tones,1 No fixed stress,3 Right-edge: Ultimate or penultimate,7 Combined,4 Undetermined,1 All present,1 None,,,,,,,5 Weakly prefixing,,,,,,,9 No plural,,7 Person stem + pronominal plural affix,,1 Definite word distinct from demonstrative,"4 No indefinite, but definite article",,,,,,,,,,,,,6 Postpositional clitics,,,,,,1 Possessive prefixes,1 Exists,2 Two classes,,,8 No action nominals,,,,,,,4 Mixed type,1 Second singular and second plural,1 Normal imperative + normal negative,4 Neither type of system,,,2 Affixes on verbs,3 No overlap,1 No grammatical evidentials,1 No grammatical evidentials,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,4 Only internally-headed relative clauses,2 Noun-Demonstrative,2 Noun-Numeral,3 Internally headed,2 Adjective-Degree word,6 No question particle,,,1 OV and Postpositions,5 Other,5 Other,,,,2 Subject affixes on verb,,,,,,,,,1 Sequential but no purposive,2 Morphological but no compound,3 Negative auxiliary verb,,,,2 Interrogative verb morphology,,,,,,2 Non-reduction,2 Non-reduction,2 Subject is expressed overtly,,3 Deranked,3 Deranked,,1 Identical,1 Identical,,,,,,1 No M-T pronouns,"2 N-M pronouns, paradigmatic",,,,,,1 VNeg,,,,4 No NegSOV,,,1 Word&NoDoubleNeg,,8 SOVNeg,,,,,8 No SONegV,,,,,,4 Immed postverbal,,1 Internally-headed relative clause dominant,,,,4 None,,,2 VNeg,,,4 No SNegOV,4 SOVNeg,,,,4 None,,,,,,,,,,1 Hunter-gatherers,1 None reported,
din,dip,nort2815,Dinka,8.5,28,Nilotic,Nilo-Saharan,3 Average,3 Large (7-14),3 Average,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,3 Complex tone system,,,,,3 No fricatives,1 None,,,,,,,1 Little affixation,,,,,,,3 Plural stem change,,,,3 Definite affix,,,,,,,,,,,,,,,,,,,,2 Possessive suffixes,,,,,,2 'And' identical to 'with',,,,,,5 No tense-aspect inflection,,,,,,,,,,,,7 No dominant order,1 SV,3 No dominant order,6 No dominant order,4 No dominant order,2 Noun-Genitive,2 Noun-Adjective,4 Demonstrative suffix,2 Noun-Numeral,1 Noun-Relative clause,2 Adjective-Degree word,6 No question particle,2 Not initial interrogative phrase,1 Initial subordinator word,5 Other,5 Other,5 Other,,,,6 Mixed,,,,,,,,,,,3 Negative auxiliary verb,,,,5 Absence of declarative morphemes,5 'Have',1 Verbal encoding,1 Different,1 Impossible,,,,,,,,,,,,,,,,,,1 Words derived from Sinitic cha,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,4 No NegSOV,,,11 NoSOVNeg,,6 SNegOV,,,,,8 No SONegV,,,,,,"2 Preverbal, not beginning or immed",,,,,1 SOV or SVO,1 NegV,,,1 NegV,,,1 NoDoubleNeg,12 SVO/SOV but SNegOV,,"16 SVO/SOV, but SNegOV",,4 None,,,,,,,,,,,,
dio,dyo,jola1263,Diola-Fogny,13,-16.25,Northern Atlantic,Niger-Congo,3 Average,3 Large (7-14),1 Low,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",1 Initial velar nasal,,1 None,3 Complex,1 No tones,2 Initial,8 Fixed stress (no weight-sensitivity),1 No weight,,1 All present,1 None,,,,,,,4 Equal prefixing and suffixing,,1 No case marking,2 Syncretic,5 Five or more,3 Non-sex-based,3 Semantic and formal,1 Plural prefix,,4 Person-number stem,,3 Definite affix,1 Indefinite word distinct from 'one',5 Inclusive/exclusive,5 Inclusive/exclusive,,,5 Related by gender markers,"2 3rd person only, but also non-singular",,,,2 No person marking,1 No morphological case-marking,1 No case-marking,9 No case affixes or adpositional clitics,,"6 First, two-th, three-th",,,,2 Possessive suffixes,,,,,,,,2 No grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,4 Mixed type,5 No second-person imperatives,4 Special imperative + special negative,1 Maximal system,2 Inflectional optative absent,1 Affixes on verbs,,,1 No grammatical evidentials,1 No grammatical evidentials,4 None,1 None,2 SVO,1 SV,2 VO,,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,6 No question particle,2 Not initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,1 Neutral,1 Neutral,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,2 No zero realization,2 A precedes P,,,1 Present,,,,2 Morphological but no compound,1 Negative affix,3 Both,3 A/Cat,,6 Interrogative intonation only,5 'Have',,,,,,,,,,,,,,2 Hybrid vigesimal-decimal,,,,,,,2 Words derived from Min Nan Chinese te,,,,,2 [V-Neg],,,1 Noun-Relative clause (NRel) dominant,,2 Suffix&NoDoubleNeg,,,,20 MorphNeg,,,,8 No SNegVO,,,,,,4 No SVONeg,,,,,6 S[V-Neg]O,,4 None,,,4 [V-Neg],,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,5 None (= no suppletive imperatives reported in the reference material)
diy,dif,dier1241,Diyari,-28,139,Pama-Nyungan,Australian,3 Average,1 Small (2-4),5 High,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,1 No tones,2 Initial,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,3 No fricatives,1 None,,,,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Strongly suffixing,1 Productive full and partial reduplication,,,2 Two,2 Sex-based,2 Semantic,,,,,2 Demonstrative word used as definite article,,,,,,,,,1 Interrogative-based,,,,,1 Case suffixes,,,,,,,2 Absent,2 Two classes,,,,1 'And' different from 'with',,,,,,2 Tense-aspect suffixes,,,,,,,,3 Direct and indirect,6 Mixed,,,1 SOV,1 SV,1 OV,5 OVX,,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,2 Noun-Numeral,5 Adjoined,,6 No question particle,1 Initial interrogative phrase,,,5 Other,2 OV and NAdj,,,,,,,,,,,1 Implicit patient,3 Benefactive and other; both bases,1 Sequential but no purposive,2 Morphological but no compound,2 Negative particle,,,,6 Interrogative intonation only,4 Conjunctional,2 Nonverbal encoding,2 Identical,2 Possible,,4 Gap,,,,,,,2 Different,,,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,4 None,,,,,,,,,,,,,,,,,,,,,,,,,,1 NegV,,1 Adjoined relative clause dominant,1 NegV,,,,,,,,4 None,,2 Inclusive and exclusive differentiated,1 No m in second person singular,1 No m in first person singular,2 Locative,,2 Non-zero marking,,2 partially productive,,1 None reported,
diz,mdx,dizi1235,Dizi,6.166666667,36.5,Dizoid,Afro-Asiatic,3 Average,2 Average (5-6),3 Average,4 In both plosives and fricatives,3 Missing /p/,1 None,2 Ejectives only,"2 /l/, no obstruent laterals",,,1 None,3 Complex,3 Complex tone system,,,,,1 All present,1 None,,,,2 Dependent marking,3 Double marking,5 Inconsistent or other,,,,,2 Two,2 Sex-based,2 Semantic,,,,,,,,,,,,3 3rd person singular only,,,,2 No person marking,,,,,,,1 Absent,,,2 Absent,2 Two classes,,,,,,,,,,,1 Second singular and second plural,4 Special imperative + special negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Accusative,,2 Only the A argument,2 No zero realization,1 A and P do not or do not both occur on the verb,,,1 Present,,,,,,,,,,,3 Mixed,1 Different,2 Possible,,,,,,,,,,,,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No m in second person singular,1 No m in first person singular,,,2 Non-zero marking,,,,1 None reported,
