Name,wals_code,iso_code,glottocode,latitude,longitude,genus,family,1A,2A Vowel Quality Inventories,3A Consonant-Vowel Ratio,4A Voicing in Plosives and Fricatives,5A Voicing and Gaps in Plosive Systems,6A Uvular Consonants,7A Glottalized Consonants,8A Lateral Consonants,9A The Velar Nasal,10A Vowel Nasalization,11A Front Rounded Vowels,12A Syllable Structure,13A Tone,14A Fixed Stress Locations,15A Weight-Sensitive Stress,16A Weight Factors in Weight-Sensitive Stress Systems,17A Rhythm Types,18A Absence of Common Consonants,19A Presence of Uncommon Consonants,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,26A Prefixing vs. Suffixing in Inflectional Morphology,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,32A Systems of Gender Assignment,33A Coding of Nominal Plurality,34A Occurrence of Nominal Plurality,35A Plurality in Independent Personal Pronouns,36A The Associative Plural,37A Definite Articles,38A Indefinite Articles,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,46A Indefinite Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,49A Number of Cases,50A Asymmetrical Case-Marking,51A Position of Case Affixes,52A Comitatives and Instrumentals,53A Ordinal Numerals,54A Distributive Numerals,55A Numeral Classifiers,56A Conjunctions and Universal Quantifiers,57A Position of Pronominal Possessive Affixes,58A Obligatory Possessive Inflection,59A Possessive Classification,"60A Genitives, Adjectives and Relative Clauses",61A Adjectives without Nouns,62A Action Nominal Constructions,63A Noun Phrase Conjunction,64A Nominal and Verbal Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,71A The Prohibitive,72A Imperative-Hortative Systems,73A The Optative,74A Situational Possibility,75A Epistemic Possibility,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,78A Coding of Evidentiality,79A Suppletion According to Tense and Aspect,80A Verbal Number and Suppletion,"81A Order of Subject, Object and Verb",82A Order of Subject and Verb,83A Order of Object and Verb,"84A Order of Object, Oblique, and Verb",85A Order of Adposition and Noun Phrase,86A Order of Genitive and Noun,87A Order of Adjective and Noun,88A Order of Demonstrative and Noun,89A Order of Numeral and Noun,90A Order of Relative Clause and Noun,91A Order of Degree Word and Adjective,92A Position of Polar Question Particles,93A Position of Interrogative Phrases in Content Questions,94A Order of Adverbial Subordinator and Clause,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,98A Alignment of Case Marking of Full Noun Phrases,99A Alignment of Case Marking of Pronouns,100A Alignment of Verbal Person Marking,101A Expression of Pronominal Subjects,102A Verbal Person Marking,103A Third Person Zero of Verbal Person Marking,104A Order of Person Markers on the Verb,105A Ditransitive Constructions: The Verb 'Give',106A Reciprocal Constructions,107A Passive Constructions,108A Antipassive Constructions,109A Applicative Constructions,110A Periphrastic Causative Constructions,111A Nonperiphrastic Causative Constructions,112A Negative Morphemes,113A Symmetric and Asymmetric Standard Negation,114A Subtypes of Asymmetric Standard Negation,115A Negative Indefinite Pronouns and Predicate Negation,116A Polar Questions,117A Predicative Possession,118A Predicative Adjectives,119A Nominal and Locational Predication,120A Zero Copula for Predicate Nominals,121A Comparative Constructions,122A Relativization on Subjects,123A Relativization on Obliques,124A 'Want' Complement Subjects,125A Purpose Clauses,126A 'When' Clauses,127A Reason Clauses,128A Utterance Complement Clauses,129A Hand and Arm,130A Finger and Hand,131A Numeral Bases,132A Number of Non-Derived Basic Colour Categories,133A Number of Basic Colour Categories,134A Green and Blue,135A Red and Yellow,136A M-T Pronouns,137A N-M Pronouns,138A Tea,139A Irregular Negatives in Sign Languages,140A Question Particles in Sign Languages,141A Writing Systems,142A Para-Linguistic Usages of Clicks,143F Postverbal Negative Morphemes,90B Prenominal relative clauses,144Y The Position of Negative Morphemes in Object-Initial Languages,90C Postnominal relative clauses,144P NegSOV Order,144J SVNegO Order,144N Obligatory Double Negation in SOV languages,144S SOVNeg Order,144X Verb-Initial with Clause-Final Negative,"144A Position of Negative Word With Respect to Subject, Object, and Verb",90G Double-headed relative clauses,90E Correlative relative clauses,144V Verb-Initial with Preverbal Negative,144I SNegVO Order,144R SONegV Order,143B Obligatory Double Negation,144M Multiple Negative Constructions in SOV Languages,144U Double negation in verb-initial languages,144G Optional Double Negation in SVO languages,144K SVONeg Order,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,144F Obligatory Double Negation in SVO languages,90D Internally-headed relative clauses,144E Multiple Negative Constructions in SVO Languages,144D The Position of Negative Morphemes in SVO Languages,"81B Languages with two Dominant Orders of Subject, Object, and Verb",143E Preverbal Negative Morphemes,143C Optional Double Negation,90F Adjoined relative clauses,143A Order of Negative Morpheme and Verb,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,144O Optional Double Negation in SOV languages,144Q SNegOV Order,144L The Position of Negative Morphemes in SOV Languages,144H NegSVO Order,144C Languages with different word order in negative clauses,144T The Position of Negative Morphemes in Verb-Initial Languages,143G Minor morphological means of signaling negation,143D Optional Triple Negation,39B Inclusive/Exclusive Forms in Pama-Nyungan,137B M in Second Person Singular,136B M in First Person Singular,109B Other Roles of Applied Objects,10B Nasal Vowels in West Africa,25B Zero Marking of A and P Arguments,21B Exponence of Tense-Aspect-Mood Inflection,108B Productivity of the Antipassive Construction,130B Cultural Categories of Languages with Identity of 'Finger' and 'Hand',58B Number of Possessive Nouns,79B Suppletion in Imperatives and Hortatives
Arabela,arb,arl,arab1268,-2,-75.16666667,Zaparoan,Zaparoan,1 Small,2 Average (5-6),2 Moderately low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,3 No velar nasal,,1 None,2 Moderately complex,1 No tones,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 8-9 cases,2 Symmetrical,,,,,1 Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/5/2015,2 4.5-5.5,2 Green/blue,1 Red vs. yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asmat,asm,tml,tamn1235,-5.5,138.5,Asmat-Kamoro,Trans-New Guinea,1 Small,2 Average (5-6),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,3 No velar nasal,2 Contrast absent,1 None,2 Moderately complex,1 No tones,7 Ultimate,8 Fixed stress (no weight-sensitivity),6 Lexical stress,2 Iambic,1 All present,1 None,1 Exclusively concatenative,5 No case,3 4-5 categories per word,1 Head marking,4 No marking,5 Inconsistent or other,2 Strongly suffixing,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,1 None,1 No gender,1 No gender,2 Plural suffix,,7 Person stem + pronominal plural affix,3 Unique periphrastic associative plural,2 Demonstrative word used as definite article,,3 No inclusive/exclusive,3 No inclusive/exclusive,4 Four-way contrast,,4 Related to non-remote demonstratives,6 No gender distinctions,1 No politeness distinction,,1 Identical,2 No person marking,1 No morphological case-marking,1 No case-marking,9 No case affixes or adpositional clitics,,,,,,4 No possessive affixes,1 Exists,2 Two classes,,,,1 'And' different from 'with',,2 No grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,4 Second person number-neutral,,4 Neither type of system,2 Inflectional optative absent,1 Affixes on verbs,2 Affixes on verbs,3 No overlap,2 Indirect only,2 Verbal affix or clitic,4 None,1 None,1 SOV,1 SV,1 OV,,5 No adpositions,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,2 Noun-Numeral,2 Relative clause-Noun,2 Adjective-Degree word,2 Final,2 Not initial interrogative phrase,2 Final subordinator word,,1 OV and RelN,2 OV and NAdj,1 Neutral,,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,4 Zero in all 3sg forms,3 P precedes A,,2 Distinct from reflexive,2 Absent,3 No antipassive,2 Benefactive object; only transitive,,2 Morphological but no compound,2 Negative particle,3 Both,2 A/NonReal,,1 Question particle,3 Topic,2 Nonverbal encoding,2 Identical,2 Possible,,,,,,,,,,,,,,,,1 No M-T pronouns,"3 N-M pronouns, non-paradigmatic",,,,,,1 VNeg,1 Relative clause-Noun (RelN) dominant,,,4 No NegSOV,,,1 Word&NoDoubleNeg,,8 SOVNeg,,,,,8 No SONegV,,,,,,4 Immed postverbal,,,,,,4 None,,,2 VNeg,,,4 No SNegOV,4 SOVNeg,,,,4 None,,,2 m in second person singular,1 No m in first person singular,4 No other roles (= Only benefactive),,2 Non-zero marking,1 monoexponential TAM,4 no antipassive,,1 None reported,5 None (= no suppletive imperatives reported in the reference material)
Awa Pit,awp,kwi,awac1239,1.5,-78.25,Barbacoan,Barbacoan,1 Small,1 Small (2-4),3 Average,3 In fricatives alone,1 Other,1 None,1 No glottalized consonants,4 /l/ and lateral obstruent,3 No velar nasal,2 Contrast absent,1 None,3 Complex,1 No tones,,,,,1 All present,1 None,1 Exclusively concatenative,1 Monoexponential case,5 8-9 categories per word,3 Double marking,2 Dependent marking,5 Inconsistent or other,2 Strongly suffixing,3 No productive reduplication,1 No case marking,2 Syncretic,1 None,1 No gender,1 No gender,2 Plural suffix,,4 Person-number stem,,5 No definite or indefinite article,5 No definite or indefinite article,3 No inclusive/exclusive,2 'We' the same as 'I',,,6 Related for non-human reference,6 No gender distinctions,1 No politeness distinction,1 Interrogative-based,2 Differentiated,2 No person marking,8 10 or more cases,4 Subtractive-quantitatively asymmetrical,6 Postpositional clitics,,1 None,,,,4 No possessive affixes,2 Absent,1 No possessive classification,,2 Without marking,8 No action nominals,,,1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Special imperative + special negative,4 Neither type of system,2 Inflectional optative absent,1 Affixes on verbs,2 Affixes on verbs,2 Overlap for either possibility or necessity,1 No grammatical evidentials,1 No grammatical evidentials,1 Tense,1 None,1 SOV,1 SV,1 OV,3 XOV,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,,1 Degree word-Adjective,2 Final,2 Not initial interrogative phrase,5 Mixed,1 OV and Postpositions,,1 OV and AdjN,2 Nominative - accusative (standard),2 Nominative - accusative (standard),5 Hierarchical,2 Subject affixes on verb,4 A or P argument,2 No zero realization,1 A and P do not or do not both occur on the verb,1 Indirect-object construction,,2 Absent,3 No antipassive,8 No applicative construction,,2 Morphological but no compound,6 Double negation,3 Both,5 A/Fin and A/Cat,1 Predicate negation also present,1 Question particle,,2 Nonverbal encoding,2 Identical,1 Impossible,,,,4 Desiderative verbal affix,3 Deranked,3 Deranked,3 Deranked,3 Deranked,2 Different,2 Different,6 Restricted,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,3 VNeg&[V-Neg],,,,4 No NegSOV,,8 SONegVNeg/SONeg[V-Neg],10 Type 5 / Type 6,,18 ObligDoubleNeg,,,,,5 Word&OnlyWithAnotherNeg,10 Type 1 / Type 2,,,,,3 Immed preverbal,,,,,,1 NegV,,,14 ObligDoubleNeg,,,4 No SNegOV,16 ObligDoubleNeg,,,,4 None,,,1 No m in second person singular,1 No m in first person singular,5 No applicative construction,,2 Non-zero marking,1 monoexponential TAM,4 no antipassive,,1 None reported,5 None (= no suppletive imperatives reported in the reference material)
Baining,bng,byx,qaqe1238,-4.583333333,152,Baining,Baining-Taulil,1 Small,2 Average (5-6),3 Average,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,1 No tones,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Grammatical marking,4 No past tense,1 Inflectional future exists,3 Other perfect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandjalang (Yugumbir),byu,bdy,band1339,-27.91666667,153,Pama-Nyungan,Australian,1 Small,1 Small (2-4),3 Average,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,1 No tones,,,,,3 No fricatives,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,1 Identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Hunter-gatherers,,
Barasano (Northern),bno,bao,waim1255,0.3333333333,-70.25,Tucanoan,Tucanoan,1 Small,2 Average (5-6),1 Low,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,1 No laterals,,,1 None,1 Simple,2 Simple tone system,,,,,4 No nasals,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bororo,brr,bor,boro1282,-16,-57,Bororo,Macro-Ge,1 Small,3 Large (7-14),1 Low,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,1 No laterals,3 No velar nasal,,1 None,1 Simple,1 No tones,,,,,3 No fricatives,1 None,,5 No case,3 4-5 categories per word,1 Head marking,1 Head marking,5 Inconsistent or other,3 Weakly suffixing,,,,,,,,,,,,,,,,,,6 No gender distinctions,,,,4 Pronouns and nouns,,,1 Case suffixes,,,,,,1 Possessive prefixes,2 Absent,3 Three to five classes,,,,,,,,,,2 Tense-aspect suffixes,5 No second-person imperatives,4 Special imperative + special negative,4 Neither type of system,,,,,,,,,,,2 VO,6 No dominant order,,,,,,,,,1 Initial interrogative phrase,,,,,,,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,3 Zero in some 3sg forms,2 A precedes P,,,1 Present,,,,2 Morphological but no compound,1 Negative affix,3 Both,3 A/Cat,,,3 Topic,1 Verbal encoding,1 Different,2 Possible,,,,,,,,,,,,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,2 [V-Neg],,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,4 [V-Neg],,,,,,,,4 None,,,1 No m in second person singular,2 m in first person singular,,,2 Non-zero marking,6 no TAM,,,1 None reported,
Cacua,cac,cbv,cacu1241,1.083333333,-70,Cacua-Nukak,Cacua-Nukak,1 Small,2 Average (5-6),2 Moderately low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,2 Simple tone system,,,,,3 No fricatives,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canela-Krahô,ckr,ram,cane1242,-6,-46,Ge-Kaingang,Macro-Ge,1 Small,3 Large (7-14),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",1 Initial velar nasal,,1 None,3 Complex,1 No tones,7 Ultimate,8 Fixed stress (no weight-sensitivity),1 No weight,,1 All present,1 None,1 Exclusively concatenative,5 No case,3 4-5 categories per word,1 Head marking,2 Dependent marking,5 Inconsistent or other,1 Little affixation,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,1 None,1 No gender,1 No gender,9 No plural,,2 Number-indifferent pronouns,,5 No definite or indefinite article,5 No definite or indefinite article,4 Only inclusive,4 Only inclusive,2 Two-way contrast,1 Identical,1 Unrelated,6 No gender distinctions,1 No politeness distinction,1 Interrogative-based,2 Differentiated,3 Pronouns only,1 No morphological case-marking,1 No case-marking,9 No case affixes or adpositional clitics,,1 None,,1 Absent,,1 Possessive prefixes,1 Exists,1 No possessive classification,,,1 Sentential,2 'And' identical to 'with',2 Differentiation,2 No grammatical marking,"2 Present, 2-3 remoteness distinctions",2 No inflectional future,4 No perfect,5 No tense-aspect inflection,4 Second person number-neutral,1 Normal imperative + normal negative,4 Neither type of system,,,3 Other,,1 No grammatical evidentials,1 No grammatical evidentials,4 None,"3 Singular-plural pairs, suppletion",1 SOV,1 SV,1 OV,3 XOV,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,,7 Mixed,,1 Initial,1 Initial interrogative phrase,,1 OV and Postpositions,5 Other,2 OV and NAdj,1 Neutral,7 None,3 Ergative,,3 Only the P argument,2 No zero realization,1 A and P do not or do not both occur on the verb,1 Indirect-object construction,,2 Absent,2 Oblique patient,8 No applicative construction,,,2 Negative particle,1 Symmetric,7 Non-assignable,1 Predicate negation also present,1 Question particle,1 Locational,1 Verbal encoding,1 Different,2 Possible,,2 Non-reduction,2 Non-reduction,1 Subject is left implicit,,1 Balanced,1 Balanced,1 Balanced,,,,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,1 VNeg,,,3 NRel or internally-headed,4 No NegSOV,,,1 Word&NoDoubleNeg,,8 SOVNeg,,,,,8 No SONegV,,,,,,4 Immed postverbal,,3 Internally-headed or NRel,,,,4 None,,,2 VNeg,,,4 No SNegOV,4 SOVNeg,,,,4 None,,,1 No m in second person singular,2 m in first person singular,5 No applicative construction,,2 Non-zero marking,1 monoexponential TAM,,,1 None reported,5 None (= no suppletive imperatives reported in the reference material)
Cherokee,che,chr,cher1273,35.5,-83.5,Southern Iroquoian,Iroquoian,1 Small,2 Average (5-6),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,1 None,,,,,,,5 Weakly prefixing,,,,,,,1 Plural prefix,,,,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,2 Indirect only,2 Verbal affix or clitic,,,7 No dominant order,3 No dominant order,1 OV,6 No dominant order,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,1 Degree word-Adjective,3 Second position,1 Initial interrogative phrase,,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,,2 Subject affixes on verb,,,,3 Secondary-object construction,,,,,,,,,,,1 Question particle,,3 Mixed,1 Different,1 Impossible,,,,,,,,,2 Different,2 Different,,,,,,,,3 Others,,,4 Syllabic,,4 None,1 Relative clause-Noun (RelN) dominant,,,,,,,,,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,,,,,4 None,,,,,,,,,,,,
Chuave,cve,cjv,chua1250,-6.116666667,145.1166667,Chimbu,Trans-New Guinea,1 Small,2 Average (5-6),2 Moderately low,2 In plosives alone,3 Missing /p/,1 None,1 No glottalized consonants,1 No laterals,,,1 None,,,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comanche,cmn,com,coma1245,33.5,-101.5,Numic,Uto-Aztecan,1 Small,2 Average (5-6),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,3 No velar nasal,2 Contrast absent,1 None,2 Moderately complex,1 No tones,2 Initial,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,1 All present,1 None,,,,,,,2 Strongly suffixing,1 Productive full and partial reduplication,3 Core and non-core,1 No subject person/number marking,1 None,1 No gender,1 No gender,2 Plural suffix,"3 Only human nouns, obligatory",7 Person stem + pronominal plural affix,1 Associative same as additive plural,2 Demonstrative word used as definite article,"4 No indefinite, but definite article",5 Inclusive/exclusive,1 No person marking,3 Three-way contrast,1 Identical,,6 No gender distinctions,1 No politeness distinction,1 Interrogative-based,2 Differentiated,2 No person marking,3 3 cases,4 Subtractive-quantitatively asymmetrical,1 Case suffixes,2 Differentiation,,2 Marked by reduplication,,,4 No possessive affixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Special imperative + special negative,4 Neither type of system,2 Inflectional optative absent,,2 Affixes on verbs,,2 Indirect only,2 Verbal affix or clitic,4 None,"2 Singular-plural pairs, no suppletion",1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,1 Noun-Relative clause,1 Degree word-Adjective,3 Second position,2 Not initial interrogative phrase,,1 OV and Postpositions,2 OV and NRel,1 OV and AdjN,2 Nominative - accusative (standard),2 Nominative - accusative (standard),2 Accusative,3 Subject clitics on variable host,5 Both the A and P arguments,2 No zero realization,3 P precedes A,2 Double-object construction,,1 Present,1 Implicit patient,3 Benefactive and other; both bases,,2 Morphological but no compound,2 Negative particle,3 Both,3 A/Cat,,1 Question particle,,,,,4 Particle,,,1 Subject is left implicit,,3 Deranked,,,2 Different,2 Different,1 Decimal,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,1 NoDoubleNeg,,,11 NoSOVNeg,,16 More than one position,,,,,1 Word&NoDoubleNeg,,3 NegSOV/SNegOV/SONegV,,,,,,,,,,1 NegV,,,1 NegV,,,1 NoDoubleNeg,15 More than one construction,,,,4 None,,,,,1 Instrument,,,,1 productive,,,5 None (= no suppletive imperatives reported in the reference material)
Cree (Plains),cre,crk,plai1258,54,-110,Algonquian,Algic,1 Small,1 Small (2-4),2 Moderately low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,3 No velar nasal,2 Contrast absent,1 None,2 Moderately complex,1 No tones,5 Antepenultimate,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,1 All present,1 None,7 Isolating/concatenative,3 Case + referentiality,4 6-7 categories per word,1 Head marking,1 Head marking,1 Head-marking,4 Equal prefixing and suffixing,1 Productive full and partial reduplication,1 No case marking,3 Not syncretic,2 Two,3 Non-sex-based,2 Semantic,2 Plural suffix,"6 All nouns, always obligatory",3 Person-number affixes,3 Unique periphrastic associative plural,,,5 Inclusive/exclusive,4 Only inclusive,3 Three-way contrast,1 Identical,1 Unrelated,3 3rd person singular only,1 No politeness distinction,,,1 No adpositions,9 Exclusively borderline case-marking,2 Symmetrical,1 Case suffixes,,,,1 Absent,,1 Possessive prefixes,1 Exists,1 No possessive classification,,,7 Restricted,1 'And' different from 'with',,2 No grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,1 Tense-aspect prefixes,1 Second singular and second plural,2 Normal imperative + special negative,4 Neither type of system,2 Inflectional optative absent,2 Verbal constructions,2 Affixes on verbs,3 No overlap,,,4 None,1 None,7 No dominant order,3 No dominant order,2 VO,6 No dominant order,5 No adpositions,,,1 Demonstrative-Noun,,,,3 Second position,,,,,,,,5 Hierarchical,3 Subject clitics on variable host,5 Both the A and P arguments,5 Zero in all 3rd person forms,3 P precedes A,3 Secondary-object construction,,2 Absent,1 Implicit patient,1 Benefactive object; both bases,,2 Morphological but no compound,2 Negative particle,1 Symmetric,7 Non-assignable,,1 Question particle,,1 Verbal encoding,1 Different,1 Impossible,,,,,,,,,2 Different,2 Different,1 Decimal,,,,,1 No M-T pronouns,1 No N-M pronouns,3 Others,,,3 Alphasyllabic,,4 None,,,,,,,,,21 Other,,,,,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,,,,,,,,4 None,,,1 No m in second person singular,1 No m in first person singular,4 No other roles (= Only benefactive),,2 Non-zero marking,1 monoexponential TAM,1 productive,,1 None reported,5 None (= no suppletive imperatives reported in the reference material)
Cubeo,cub,cub,cube1242,1.333333333,-70.5,Tucanoan,Tucanoan,1 Small,2 Average (5-6),1 Low,2 In plosives alone,4 Missing /g/,1 None,1 No glottalized consonants,1 No laterals,,,1 None,1 Simple,2 Simple tone system,1 No fixed stress,5 Unbounded: Stress can be anywhere,5 Prominence,5 No rhythmic stress,4 No nasals,5 'Th' sounds,,,,,,,2 Strongly suffixing,,,,,,,,,,,,,,,2 Two-way contrast,1 Identical,2 Related for all demonstratives,3 3rd person singular only,,,2 Differentiated,2 No person marking,,,1 Case suffixes,,,,,,4 No possessive affixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,5 OVS,2 VS,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,,1 Numeral-Noun,1 Noun-Relative clause,3 No dominant order,6 No question particle,1 Initial interrogative phrase,,1 OV and Postpositions,2 OV and NRel,1 OV and AdjN,,,2 Accusative,2 Subject affixes on verb,2 Only the A argument,2 No zero realization,1 A and P do not or do not both occur on the verb,,,1 Present,,,,,1 Negative affix,,,,2 Interrogative verb morphology,,,,,,,,,,,,,2 Different,2 Different,,,,,,,,,,,,,2 [V-Neg],,4 O[V-Neg]S,1 Noun-Relative clause (NRel) dominant,,,,,,20 MorphNeg,,,,,,,,,,,,,,,,,4 None,,,4 [V-Neg],,,,,,,,4 None,,,,,,,,,,,,
Dadibi,dad,mps,dadi1250,-6.55,144.5833333,Teberan,Teberan-Pawaian,1 Small,2 Average (5-6),2 Moderately low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,,,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
